from,to
20521,26274
20522,37375
20522,5735
20522,34803
20522,2037
20522,48631
20522,33563
20523,2669
20523,17101
20523,42111
20524,43169
20524,36514
20524,7071
20525,14727
20525,37115
20525,11568
20526,47396
20526,2235
20526,9721
20526,18251
20526,32978
20526,18661
20527,6380
20527,45726
20527,31263
20527,35238
20527,46600
20527,158
20527,21025
20527,16196
20527,35542
20527,1698
20527,192
20527,34972
20527,7133
20527,12348
20528,37385
20528,15923
20528,42321
20529,49271
20529,46494
20529,34176
20529,18970
20529,28069
20529,12883
20529,31316
20529,34342
20529,31185
20529,14484
20529,41886
20529,15114
20529,26742
20529,432
20529,2304
20529,26344
20529,15812
20529,15609
20529,23702
20530,12746
20530,11466
20530,32759
20530,25358
20530,49790
20531,30397
20531,36176
20531,42221
20531,28602
20531,16709
20531,32212
20531,13306
20531,20528
20531,36071
20531,26197
20531,29608
20531,17105
20531,23908
20531,11544
20531,40435
20532,10309
20532,47838
20533,16900
20533,8493
20533,43742
20533,48063
20533,8435
20533,23985
20533,17014
20533,1458
20533,21480
20533,32201
20533,40398
20533,9013
20534,14015
20534,38
20534,26568
20534,22554
20535,7600
20535,37847
20535,23736
20535,45380
20536,8380
20536,6200
20536,42594
20536,48883
20536,36184
20536,15815
20536,39158
20537,3261
20537,30715
20537,8971
20537,30113
20537,42494
20537,34173
20537,9932
20537,21536
20537,41568
20538,6364
20538,45819
20538,24189
20538,18136
20538,6398
20538,9133
20538,47908
20538,43390
20538,30027
20538,12209
20538,17159
20538,8884
20538,25370
20539,4281
20539,39279
20540,18734
20540,6163
20541,33227
20541,3546
20541,41424
20542,1513
20543,36250
20543,47242
20543,11767
20543,19585
20543,49052
20543,19702
20544,32560
20544,41840
20544,47392
20544,3345
20544,31281
20544,29622
20544,28343
20544,26569
20544,45303
20544,12567
20545,41353
20545,31085
20545,5307
20545,38712
20546,1026
20546,26978
20546,49262
20546,2308
20546,32904
20546,27086
20546,21320
20546,35025
20546,12949
20546,28469
20546,41278
20546,29662
20546,6760
20546,34921
20546,49195
20546,27963
20546,42622
20547,8952
20547,18833
20548,24745
20548,38451
20548,42304
20548,9016
20549,15326
20549,30547
20549,30850
20550,4858
20550,25983
20551,37873
20551,30443
20551,20096
20551,13782
20551,46879
20551,18736
20551,20995
20551,29023
20551,30122
20551,3006
20551,687
20551,18848
20551,38292
20551,9952
20551,44589
20552,27902
20552,19398
20553,25285
20553,17538
20554,45526
20554,25912
20554,37873
20554,19769
20554,25432
20554,355
20554,37976
20554,13618
20554,23642
20554,27688
20554,673
20555,321
20555,8896
20555,42785
20555,9217
20555,26783
20555,49417
20555,27560
20555,21292
20555,17540
20555,35953
20556,4907
20556,34614
20556,13933
20556,29806
20557,13876
20557,16921
20557,2075
20557,48296
20558,29192
20558,34036
20558,44572
20558,41863
20558,20106
20558,43961
20558,31013
20558,14002
20558,11229
20558,42521
20558,1551
20558,22138
20558,17373
20558,45034
20558,21734
20559,44651
20559,23582
20560,17359
20560,5669
20560,27175
20560,36507
20560,66
20560,3504
20560,22948
20560,43572
20560,43244
20560,15640
20560,5765
20560,43889
20560,39948
20560,22422
20560,29758
20560,35131
20560,11132
20560,26590
20561,42775
20561,33193
20561,23335
20562,19305
20562,45593
20562,6244
20563,31897
20563,23149
20563,36343
20563,13453
20563,37380
20563,24985
20563,27739
20563,41810
20563,14652
20563,16852
20564,25319
20564,16987
20564,1611
20564,1610
20564,6883
20564,45364
20564,18861
20564,8569
20564,40677
20564,23961
20564,10414
20565,20653
20565,39997
20565,27543
20565,1702
20566,21337
20566,1035
20566,4470
20566,30881
20566,29544
20566,49150
20566,23295
20567,35488
20567,1523
20567,45066
20567,17745
20567,1884
20567,10921
20567,15732
20568,16015
20568,11528
20568,32911
20568,27463
20568,26336
20568,91
20568,40088
20568,32758
20568,5254
20568,12386
20568,30286
20568,20424
20568,32
20568,48356
20568,41681
20568,44919
20569,25054
20569,1461
20569,306
20569,40865
20569,10659
20569,38900
20569,15183
20569,35090
20569,20149
20569,22482
20569,29190
20569,43529
20569,19329
20569,29968
20569,48108
20569,11904
20570,21606
20570,26560
20570,11633
20570,11360
20570,29443
20570,37314
20571,39580
20572,29657
20572,19051
20572,11154
20572,43621
20572,16650
20572,13929
20573,6607
20573,7720
20574,42816
20574,4638
20574,27977
20574,1442
20574,49836
20574,30608
20574,10778
20574,35617
20574,11596
20574,22413
20574,47352
20574,20573
20574,24437
20574,16378
20574,8650
20574,31585
20574,6070
20575,17046
20575,10103
20575,33337
20575,21960
20575,13955
20575,31019
20575,47875
20575,29017
20575,34361
20575,43316
20575,44445
20575,46077
20575,23870
20575,33453
20575,41856
20576,41438
20576,33659
20577,8885
20577,23552
20577,24110
20578,21396
20578,44146
20578,48217
20578,22983
20578,25139
20578,31415
20578,21827
20578,11447
20578,40592
20578,26854
20578,28005
20579,39053
20579,29836
20579,38429
20579,32477
20579,14428
20579,28024
20579,16538
20580,19743
20580,20142
20580,29700
20580,42701
20580,46814
20580,46475
20580,29710
20580,7812
20580,13398
20580,11208
20580,19414
20580,44439
20580,26086
20580,30138
20580,13516
20580,7067
20580,18118
20581,8493
20581,5865
20581,39269
20581,20695
20581,15708
20581,23415
20581,1826
20581,45127
20581,26564
20581,40167
20582,46421
20582,11437
20583,45685
20583,10608
20583,24499
20583,4991
20583,27309
20583,35552
20583,1510
20583,25694
20583,19441
20583,39766
20583,958
20584,44642
20584,34852
20584,17787
20584,36754
20584,18490
20584,7201
20584,1492
20584,31134
20584,47543
20584,5374
20584,44130
20584,6786
20584,6524
20584,8392
20584,15413
20584,15857
20585,40911
20585,5388
20585,1809
20585,34887
20585,36490
20585,1411
20585,10351
20585,43691
20585,3786
20585,10394
20585,8666
20585,39532
20585,2028
20585,36014
20585,16720
20585,9726
20586,34586
20586,47941
20586,26489
20586,39860
20586,26779
20586,31207
20586,30083
20586,47711
20586,2568
20586,28082
20586,22195
20586,27291
20586,48269
20587,35275
20587,24513
20587,33513
20587,19596
20587,29409
20587,19951
20587,46029
20587,41418
20587,29678
20588,17235
20588,26293
20589,17997
20589,48184
20589,5533
20589,21637
20589,10779
20589,18035
20589,49705
20589,26200
20589,10666
20589,14775
20589,6513
20589,11541
20589,3119
20589,27829
20589,48348
20589,3198
20589,19135
20589,5748
20589,15656
20589,39337
20590,47422
20590,43691
20591,12595
20591,11369
20591,37160
20592,23547
20592,47417
20592,32547
20592,15378
20592,18523
20592,6995
20592,27250
20592,1400
20592,35672
20592,40740
20592,39164
20592,23247
20593,45528
20593,20458
20593,27705
20594,42084
20594,48989
20594,40881
20595,13613
20595,21146
20595,9500
20595,48630
20595,36767
20595,21289
20595,42144
20595,39564
20595,22913
20595,42107
20595,20688
20595,3374
20595,23179
20595,3524
20595,15695
20596,235
20596,12827
20596,5769
20596,29578
20596,23590
20596,42867
20596,42780
20596,25797
20597,39916
20597,49128
20597,39992
20597,30896
20597,24210
20597,11590
20597,9690
20597,7685
20598,19893
20598,1808
20598,39392
20598,43190
20598,43548
20598,4678
20598,21876
20598,29027
20599,39075
20599,35549
20599,44839
20599,10655
20599,30530
20599,3250
20599,23821
20599,12497
20599,38683
20599,20259
20599,2352
20599,7977
20599,22141
20600,32524
20600,9804
20600,10793
20600,28107
20600,17644
20600,851
20600,27125
20600,6888
20600,15232
20600,27957
20600,29756
20600,6171
20601,45895
20601,7272
20601,34463
20601,16935
20601,32115
20601,18760
20602,47235
20602,46115
20602,13857
20602,46573
20602,38434
20602,17420
20602,5998
20603,24204
20603,19704
20603,23748
20604,11468
20604,2231
20604,17377
20604,19848
20604,24369
20604,32026
20604,11130
20604,12199
20604,5904
20604,12873
20604,40373
20604,23816
20605,37554
20605,43769
20605,29770
20605,2193
20605,6120
20606,43887
20606,10713
20606,3237
20606,19067
20606,23059
20607,21429
20607,3057
20607,35074
20607,42948
20607,11867
20607,32854
20607,41800
20607,12384
20607,42482
20607,17815
20607,11996
20607,323
20607,6031
20607,47292
20607,1985
20607,36436
20607,10886
20607,18437
20608,22377
20608,12361
20608,49157
20608,3979
20608,21752
20608,3011
20608,43050
20609,35255
20609,32703
20610,32728
20610,2305
20610,32658
20610,46045
20610,16372
20611,9557
20611,10456
20611,24572
20612,47873
20612,44281
20612,47047
20612,9593
20612,11778
20613,42599
20613,7728
20613,45652
20614,10463
20614,36389
20614,29995
20614,6914
20614,17084
20614,29034
20614,43613
20614,3991
20614,3313
20614,49593
20614,28910
20615,38164
20615,37492
20616,36845
20616,34727
20616,28086
20616,27387
20616,9916
20616,12677
20616,22716
20617,29616
20617,45887
20617,38699
20617,37674
20617,33187
20617,11841
20618,2245
20618,3913
20618,46917
20618,33181
20618,25615
20618,20554
20618,43272
20618,23428
20618,26806
20618,29284
20618,48017
20618,28410
20618,47222
20618,22836
20618,44320
20618,4537
20618,25460
20618,37146
20618,11805
20619,19719
20619,28539
20619,3156
20619,5298
20619,36697
20619,24843
20619,8431
20619,20284
20619,11891
20620,40077
20620,29217
20620,32420
20620,48691
20621,13377
20621,3431
20621,48984
20621,11419
20621,49540
20621,41688
20621,11672
20621,41447
20621,2606
20621,9492
20621,3380
20621,22631
20621,49673
20621,8816
20621,39004
20621,31459
20622,19237
20622,45189
20622,32680
20622,31255
20622,36768
20622,38318
20622,30296
20622,36507
20622,3387
20622,49484
20622,9675
20622,16582
20622,23888
20623,4565
20623,10914
20623,3561
20623,7872
20623,35203
20624,43956
20624,2162
20624,42665
20624,9129
20625,20502
20625,1223
20625,5734
20625,27373
20625,37147
20625,48666
20625,46073
20625,5385
20625,3281
20625,23331
20625,42062
20625,13272
20625,22736
20625,1684
20626,31088
20626,15227
20627,45756
20627,9314
20627,37395
20627,4090
20628,4398
20628,1998
20628,41484
20628,35500
20628,28980
20628,24448
20628,14843
20629,31997
20630,3744
20630,40566
20631,47878
20631,19011
20631,40162
20631,19462
20631,27853
20631,16218
20631,47703
20631,3232
20631,11482
20631,44263
20631,37263
20631,23530
20631,42374
20631,43537
20631,25242
20631,40151
20631,17097
20631,37863
20632,24414
20633,5399
20633,17294
20633,23267
20633,27071
20633,34851
20633,37921
20633,8258
20633,9466
20633,48474
20633,11106
20633,18649
20633,37513
20633,28938
20633,48701
20633,20025
20634,13041
20634,14838
20634,37900
20634,6952
20634,63
20634,44471
20634,31801
20634,47090
20634,39280
20634,23934
20634,16836
20634,1966
20634,35734
20634,34880
20634,15310
20634,34539
20634,5532
20634,33937
20634,24336
20635,32703
20635,20058
20635,21283
20636,49152
20636,34544
20636,236
20636,30649
20636,36649
20637,16140
20637,28753
20638,27785
20638,37265
20638,24285
20638,34066
20638,14034
20638,36905
20638,28743
20639,4848
20639,7480
20639,30301
20639,27105
20639,48405
20639,1201
20639,19107
20639,16053
20639,30223
20640,24343
20640,45622
20641,5350
20641,20784
20641,7791
20641,36228
20641,49098
20641,26739
20641,35368
20641,10226
20641,36368
20641,29392
20641,1328
20641,46589
20641,19680
20641,25526
20641,44422
20641,20155
20642,16932
20642,22946
20643,7511
20643,35837
20643,21241
20643,3446
20643,671
20643,30651
20643,5938
20644,12795
20644,25578
20644,6766
20644,5913
20644,39511
20644,40994
20644,43029
20644,19648
20644,20904
20644,2702
20644,9549
20644,20478
20644,49976
20644,15361
20644,43111
20644,20516
20644,35274
20644,34191
20645,46769
20645,26872
20645,18923
20645,30000
20645,1730
20645,29121
20645,39311
20645,26606
20645,22193
20645,33255
20645,37930
20645,7507
20645,4026
20645,14251
20646,13008
20646,9486
20646,35360
20646,13973
20646,43409
20646,17639
20646,35543
20646,5011
20647,7198
20647,10443
20647,8452
20648,39061
20648,24949
20648,5442
20649,27504
20649,8702
20650,22066
20650,28686
20651,48292
20652,33819
20652,16169
20652,41363
20652,27834
20652,6166
20652,26465
20652,42243
20652,41414
20653,30419
20653,36549
20654,2496
20655,14010
20655,27446
20655,22627
20655,14356
20655,32300
20655,37096
20655,11861
20655,48380
20655,4106
20655,14033
20655,35232
20655,23677
20655,17820
20655,41080
20655,46828
20655,24203
20656,39897
20656,48677
20656,46743
20656,23560
20656,20883
20656,15408
20656,17952
20656,37984
20656,16430
20656,43524
20656,22767
20656,44714
20656,14247
20656,48093
20656,25572
20656,32327
20656,5949
20656,6311
20656,47423
20657,5812
20657,7803
20657,39501
20657,41001
20657,38799
20657,14349
20657,18702
20658,23509
20658,34204
20659,38509
20659,18919
20659,34617
20659,7795
20659,2426
20659,16499
20659,35748
20659,49703
20660,42959
20660,19936
20660,31991
20660,31841
20660,34856
20660,22253
20660,9142
20661,33393
20661,21747
20661,42242
20661,32478
20662,9136
20662,22127
20662,10773
20662,501
20662,31189
20662,16486
20662,39732
20662,49840
20662,22187
20662,29176
20663,20991
20663,27893
20664,27881
20664,40262
20664,36158
20664,12640
20664,615
20664,20140
20664,20834
20664,34605
20664,23093
20664,5815
20664,16209
20664,39060
20664,42450
20664,2824
20664,19168
20664,5986
20664,24255
20664,36933
20664,23211
20664,1694
20665,45779
20665,43170
20666,36658
20666,38379
20666,37718
20666,41097
20666,7721
20667,7420
20667,2147
20667,35151
20668,8753
20668,27388
20668,48410
20668,22631
20668,14827
20668,38387
20668,33509
20668,19678
20669,39645
20669,16167
20669,42441
20669,14016
20670,32510
20670,22826
20670,47641
20670,37406
20670,40999
20670,33630
20671,25243
20671,5944
20671,47338
20671,36602
20671,43721
20671,47362
20671,26185
20671,45332
20671,9197
20671,34421
20671,42175
20672,36595
20672,4466
20673,1478
20673,31823
20673,32533
20673,6256
20673,1525
20673,45163
20674,10775
20674,14659
20674,48009
20674,25327
20674,8390
20674,28219
20674,24832
20674,12314
20675,18078
20675,25420
20675,35097
20675,29620
20676,4116
20676,10526
20676,20772
20676,20907
20676,10608
20676,45977
20676,9856
20676,21250
20676,24595
20676,17412
20676,9951
20676,49906
20676,13959
20677,48112
20677,31571
20677,27201
20678,23401
20678,47484
20678,7326
20678,3539
20678,33045
20678,45312
20678,49585
20678,21079
20678,26747
20678,15777
20678,3689
20678,37980
20678,10450
20678,4826
20678,20757
20679,1861
20679,28241
20679,41768
20679,5233
20679,10270
20679,39582
20679,23297
20679,49929
20679,12241
20680,24505
20680,26821
20680,6482
20680,37779
20680,12717
20680,31937
20681,25815
20681,9445
20681,44220
20681,9872
20681,34270
20681,36447
20681,19339
20681,20421
20681,21346
20681,24352
20681,20711
20681,26213
20682,10809
20682,17525
20682,34162
20682,9426
20682,37422
20683,37361
20683,24329
20683,18219
20683,25131
20683,28724
20683,30874
20684,7469
20685,13607
20685,41820
20685,49595
20685,19578
20685,2526
20686,33828
20686,8512
20686,5934
20686,13951
20686,17566
20686,13968
20686,7259
20686,39388
20686,8214
20686,43227
20686,770
20686,26726
20686,32638
20686,13215
20686,29761
20686,35996
20687,20025
20687,12331
20688,8228
20688,1098
20688,21126
20688,32059
20688,42409
20688,29499
20689,1322
20689,23127
20690,46460
20690,30292
20690,26577
20690,27358
20690,7790
20690,36197
20691,20113
20691,14380
20691,34265
20691,48531
20691,44254
20691,36761
20691,15739
20691,13630
20691,23638
20691,14031
20692,1203
20693,39653
20693,12512
20693,3541
20693,34269
20693,14908
20693,48873
20693,28992
20693,11223
20693,10419
20693,10413
20694,37455
20694,25767
20695,5831
20695,11500
20696,5230
20696,44936
20696,19637
20696,16426
20696,11656
20696,8224
20696,49797
20696,39997
20696,22606
20696,5659
20696,17725
20696,26967
20696,38816
20696,25967
20696,31260
20696,29916
20697,41435
20697,17719
20697,21843
20697,8117
20697,13250
20698,4516
20698,4629
20698,49028
20698,31682
20698,24060
20699,42063
20699,29594
20699,17106
20700,12072
20700,28140
20701,79
20701,49146
20701,40061
20701,11782
20702,12525
20702,33578
20702,17982
20702,19498
20702,24977
20703,40433
20703,8585
20703,17075
20704,23907
20704,23397
20704,20064
20704,12336
20704,27816
20704,14660
20704,32127
20704,8274
20704,48809
20704,8447
20704,642
20704,36703
20704,32637
20704,43916
20704,12585
20705,49483
20705,19994
20705,14365
20705,40453
20705,43376
20705,42029
20705,9030
20706,3286
20706,33113
20706,15430
20706,1219
20706,1308
20706,15373
20706,7773
20706,7668
20706,49325
20706,9537
20706,37104
20706,41248
20706,33753
20706,12346
20706,3837
20706,29498
20706,21394
20707,47981
20707,27231
20707,10022
20708,41641
20708,36264
20708,2696
20708,46401
20708,6245
20708,29225
20708,47033
20708,30785
20708,3218
20708,17664
20708,35256
20708,2728
20708,1974
20708,19797
20708,12571
20709,28410
20709,13690
20709,1566
20709,12424
20709,37019
20709,13181
20710,34421
20710,18764
20710,38274
20711,49737
20711,16521
20711,3008
20711,25337
20711,40742
20711,19586
20711,15438
20711,34257
20711,36251
20712,28524
20712,611
20712,29583
20712,41922
20712,22371
20713,36795
20713,15747
20713,12723
20713,43648
20713,41896
20713,42960
20713,3437
20713,36529
20713,39630
20713,32360
20713,38784
20713,49899
20713,44371
20714,5808
20714,22756
20714,41698
20714,29263
20715,42046
20715,42945
20716,17401
20716,9927
20716,21923
20716,41938
20717,2472
20717,21620
20718,9494
20718,18303
20718,48858
20718,20319
20718,27895
20719,35839
20719,3453
20720,9495
20720,771
20721,41085
20721,20369
20722,20410
20722,44087
20722,32794
20722,39617
20722,47828
20722,19536
20722,23309
20722,33014
20722,13022
20722,45480
20722,30136
20722,43936
20722,22720
20722,34080
20722,34179
20722,47526
20722,11037
20722,37598
20723,2294
20723,3953
20723,21116
20724,4703
20724,22058
20724,27543
20724,41421
20724,9643
20725,23922
20726,49934
20726,39296
20726,41423
20727,3101
20727,11715
20727,87
20727,16153
20728,22495
20728,15743
20728,22723
20728,25713
20728,211
20728,45959
20728,3107
20728,25877
20728,38085
20728,13072
20728,3832
20728,48239
20728,6839
20728,3304
20728,13072
20728,11200
20728,32591
20728,39641
20729,36417
20729,12663
20729,40323
20729,9556
20729,19768
20729,14404
20729,6907
20729,30107
20729,18479
20729,39386
20729,22459
20729,22166
20729,41290
20729,40769
20729,29551
20729,9105
20729,28043
20729,15849
20729,43734
20730,27142
20730,12279
20731,16956
20731,23205
20731,35513
20731,28678
20732,27470
20732,21416
20733,43943
20733,21692
20733,37228
20733,32444
20733,20567
20733,19131
20733,12418
20734,667
20734,36251
20734,4610
20734,41989
20734,23111
20735,2883
20735,27934
20735,14294
20735,30925
20735,46156
20735,25333
20735,44893
20736,35480
20736,24914
20736,5152
20736,49595
20736,1976
20736,49915
20737,43794
20737,36744
20737,34981
20737,21117
20737,3056
20737,29299
20737,34729
20737,22051
20737,38319
20737,40038
20737,19338
20738,17541
20738,489
20738,22354
20738,25
20738,7811
20738,19859
20738,11901
20738,19979
20738,29932
20738,7510
20739,38209
20739,19511
20739,23612
20739,49171
20739,24286
20739,5370
20739,39049
20739,12467
20739,48169
20739,392
20739,49053
20739,27252
20740,35113
20740,14660
20740,27147
20740,14405
20740,4156
20740,21846
20740,15599
20740,2661
20740,27151
20740,15374
20740,33044
20740,46233
20740,44713
20740,10817
20740,22183
20740,9124
20740,35549
20740,47253
20741,8278
20741,49835
20741,15652
20741,4627
20741,24401
20741,2830
20742,14590
20743,313
20743,43994
20743,28157
20743,5457
20743,19827
20743,44671
20743,18177
20743,35948
20743,45798
20743,4019
20743,26371
20743,29454
20743,1381
20743,4674
20743,24184
20743,47342
20743,32422
20743,22795
20743,8465
20744,40194
20744,9428
20744,48958
20744,6184
20744,16099
20744,18509
20744,23176
20744,6436
20744,17408
20744,7417
20744,43950
20744,38277
20745,36320
20745,45045
20745,3775
20745,35585
20745,14131
20745,5741
20745,470
20745,15342
20745,6586
20745,47091
20745,44092
20745,14243
20745,27381
20745,13390
20745,41912
20745,3325
20745,26738
20745,21847
20745,38630
20746,27354
20747,32493
20747,6925
20748,12130
20748,48123
20748,44854
20748,40790
20748,13935
20748,21868
20749,27208
20749,6713
20749,41314
20749,46125
20749,1539
20749,9104
20749,34093
20749,6344
20749,37467
20749,23639
20749,9444
20749,33705
20749,34185
20749,1307
20749,26129
20749,38334
20749,46028
20749,30086
20749,25725
20750,47512
20750,6324
20750,37015
20750,10699
20751,12473
20751,2279
20751,13681
20751,12568
20751,18014
20751,45339
20752,13054
20752,15099
20753,15737
20753,42735
20754,29385
20754,40611
20754,22026
20754,20522
20754,28974
20754,19685
20754,46094
20754,48388
20755,16043
20756,14852
20756,12871
20757,9139
20757,48183
20757,49244
20757,32155
20757,28434
20757,29810
20757,7089
20757,12339
20757,26636
20758,19064
20758,31222
20758,46814
20758,40681
20758,10727
20758,26405
20758,12628
20758,21045
20758,11762
20758,44138
20758,3141
20758,4500
20758,34424
20759,26890
20759,45083
20759,41637
20759,42357
20759,26782
20759,33402
20760,22159
20760,32198
20761,6185
20761,28180
20761,23154
20762,34639
20762,24727
20762,3645
20762,19777
20762,38827
20763,39934
20763,39364
20763,48396
20763,41310
20763,25941
20763,16397
20763,39697
20763,40394
20763,1632
20763,34470
20763,39836
20763,4598
20763,43110
20763,44317
20763,19525
20763,45660
20764,42487
20764,45441
20764,28771
20764,15035
20764,1801
20765,22367
20765,18237
20765,23688
20765,16408
20765,11006
20765,22304
20765,44811
20765,35140
20765,39783
20765,23134
20765,34470
20765,4632
20766,4866
20766,18832
20766,25798
20766,22579
20766,16087
20766,17471
20766,32606
20766,10527
20766,10120
20766,25302
20766,34856
20766,26724
20766,31540
20767,9027
20767,18978
20768,22650
20768,17085
20768,9194
20769,43787
20769,11818
20769,2747
20769,6362
20769,25179
20769,21344
20769,32040
20769,49395
20770,1394
20770,8933
20770,22642
20770,17746
20770,39328
20770,37066
20770,30314
20770,44241
20771,4558
20771,5617
20771,39414
20771,36045
20772,16802
20772,47974
20772,34798
20772,12218
20772,30650
20772,35438
20772,23617
20772,26615
20772,31632
20772,45152
20772,19366
20772,3421
20772,6147
20772,6763
20772,43109
20773,5146
20773,30776
20773,18747
20773,23587
20773,46097
20773,23538
20773,21227
20773,7949
20773,12376
20773,35541
20773,43609
20773,43628
20773,43057
20774,40692
20774,30913
20775,43010
20775,45902
20776,22897
20777,10566
20777,30894
20777,37740
20777,3936
20777,28996
20777,19039
20777,8046
20777,32325
20777,40439
20777,4438
20778,34124
20778,7061
20778,10897
20778,9743
20778,43785
20778,13102
20778,11761
20778,42244
20778,7947
20778,17670
20778,34113
20778,21553
20778,37171
20778,49576
20778,28872
20778,2247
20778,43863
20778,8402
20778,4944
20778,7436
20779,1285
20779,47185
20779,24706
20779,6441
20779,27368
20780,41021
20780,10639
20780,20850
20780,32359
20781,45463
20781,28282
20782,35320
20782,33825
20782,31487
20782,29482
20782,24281
20782,2611
20782,46131
20782,26313
20782,22023
20782,12174
20782,8147
20782,14014
20782,13243
20782,181
20783,4218
20783,49729
20784,3351
20784,23574
20784,7883
20784,8751
20784,13216
20784,21825
20784,49567
20785,4385
20785,11292
20785,27321
20785,3185
20786,48254
20786,49735
20787,15904
20787,47057
20787,42058
20787,24260
20787,3378
20788,34232
20788,8226
20788,31204
20788,19538
20789,27259
20789,24977
20789,29501
20789,28347
20789,41953
20790,32889
20790,2927
20790,7981
20790,26315
20790,9187
20790,36917
20790,29531
20790,34593
20790,157
20790,4116
20790,49410
20790,27355
20790,24296
20791,32109
20791,20861
20791,26954
20791,23726
20791,26850
20791,38864
20791,48551
20791,19471
20792,6903
20792,7887
20792,40204
20792,30107
20793,41912
20793,31844
20793,2896
20793,3575
20793,44126
20793,13980
20793,46823
20793,28956
20793,10321
20793,47211
20794,10445
20794,28607
20795,27929
20795,29904
20795,9848
20795,13814
20796,5045
20796,31193
20796,5540
20796,11589
20796,36314
20796,47669
20796,36714
20796,48421
20797,16018
20797,14667
20798,24429
20798,49796
20798,8528
20798,42251
20798,25013
20798,47266
20798,6744
20799,6261
20800,7533
20800,945
20800,1147
20800,2573
20800,31622
20800,22601
20800,41504
20800,15969
20800,6478
20800,47197
20801,15045
20801,10560
20802,27759
20802,46214
20803,33733
20803,30967
20803,13334
20803,9519
20803,26732
20803,8562
20803,20216
20803,8036
20804,45529
20804,5014
20805,32073
20805,40153
20805,1697
20805,14056
20805,24841
20806,35375
20806,33495
20806,19465
20806,34988
20806,42819
20806,12770
20807,27850
20807,15262
20807,41102
20807,18167
20807,47896
20807,46519
20807,19627
20807,7884
20807,14979
20807,43259
20807,31070
20807,46041
20807,41564
20808,47478
20808,24881
20808,45831
20809,2090
20809,946
20809,44372
20809,21383
20809,46385
20809,26661
20809,23126
20809,48223
20809,21886
20810,15767
20810,27371
20810,12196
20811,6921
20811,45687
20811,3707
20811,4532
20811,39722
20811,17303
20812,39478
20812,26266
20812,1336
20813,3794
20813,33102
20813,48419
20813,6395
20813,17947
20813,22273
20813,5718
20813,24001
20813,43926
20813,29609
20813,22207
20813,7639
20813,49987
20813,39862
20813,4322
20813,47037
20814,9963
20814,26158
20814,22845
20814,11865
20815,40764
20815,25329
20815,24165
20815,47718
20815,33887
20815,34863
20815,40659
20815,9644
20815,4350
20815,47089
20815,1513
20815,37394
20815,9717
20815,31510
20815,11172
20816,41233
20817,23842
20817,47235
20817,16822
20817,37912
20817,15441
20817,22452
20817,6652
20817,3589
20817,47029
20818,14236
20818,39581
20818,13550
20818,17417
20819,15554
20819,21705
20820,2770
20820,30538
20820,40510
20820,36862
20821,14899
20821,32627
20822,33813
20822,49227
20822,49729
20822,41313
20822,23914
20823,40502
20823,18794
20824,23077
20824,42224
20824,57
20824,30945
20825,34707
20825,33589
20825,43746
20825,32396
20825,11828
20825,19632
20825,9324
20825,34617
20825,24740
20825,23645
20825,16300
20825,44969
20825,46062
20825,49793
20825,25264
20825,6834
20825,9130
20825,2345
20825,1088
20825,33987
20826,32254
20827,1087
20827,31981
20827,49942
20827,4027
20827,16786
20827,465
20827,32759
20827,15226
20827,17542
20827,3103
20827,25464
20827,33817
20827,11188
20827,10910
20828,21877
20828,38620
20828,18307
20828,6397
20828,13883
20828,23875
20829,29631
20829,35721
20829,37406
20829,25958
20829,47705
20829,7606
20829,23112
20829,45287
20829,10806
20830,6515
20830,3939
20830,34745
20831,29675
20831,41211
20831,2103
20833,7093
20833,27422
20833,15816
20833,30234
20833,9208
20833,37576
20833,17913
20834,22500
20834,11136
20834,3422
20835,34953
20835,22687
20835,3207
20835,21657
20835,29058
20835,33646
20835,10198
20835,27448
20835,5977
20835,34424
20835,13773
20835,9159
20835,15860
20835,47607
20835,16043
20835,33271
20836,2762
20836,37741
20837,48814
20837,40143
20837,9062
20837,27533
20837,426
20837,8778
20837,27410
20837,27821
20837,177
20837,27839
20837,3318
20837,40654
20837,42434
20837,19126
20838,20794
20838,30802
20838,42037
20838,34309
20838,18243
20838,33292
20838,2360
20838,26999
20838,34584
20838,40636
20838,23220
20838,41035
20839,3771
20839,33152
20839,13812
20839,22043
20839,39627
20839,43286
20839,2539
20839,36324
20839,11239
20839,43677
20839,11345
20840,26912
20840,4750
20840,14507
20840,16510
20840,4038
20840,7898
20840,32764
20840,9321
20840,49486
20841,24326
20841,21882
20842,16367
20843,49495
20843,6613
20843,1167
20843,39239
20843,20113
20843,26396
20843,4940
20843,28475
20843,15622
20843,41648
20843,4551
20843,47776
20843,23158
20843,3400
20843,47913
20843,28611
20843,42949
20843,14081
20844,40545
20844,25189
20844,38578
20844,31102
20844,17845
20844,37213
20844,46836
20844,2720
20844,34425
20844,9389
20844,15356
20845,42072
20845,41489
20845,12922
20845,19595
20845,44196
20845,927
20845,35271
20845,3162
20845,42035
20845,41130
20845,723
20845,44955
20845,14123
20845,39778
20845,8994
20845,21953
20846,49379
20846,3679
20846,33029
20846,45375
20846,20722
20846,44173
20847,46414
20847,44429
20847,12641
20847,17295
20847,29769
20847,19831
20847,39528
20847,3999
20847,9459
20847,46001
20847,124
20847,17323
20847,38535
20848,30083
20848,30979
20848,5108
20848,7888
20848,6721
20848,44241
20848,47973
20848,34793
20848,5639
20848,22459
20848,11521
20848,26944
20848,9923
20848,7028
20848,44710
